,Arica y Parinacota,Tarapacá,Antofagasta,Atacama,Coquimbo,Valparaíso,Metropolitana,O’Higgins,Maule,Ñuble,Biobío,Araucanía,Los Ríos,Los Lagos,Aysén,Magallanes,Total
2020-03-22,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2020-03-23,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2020-03-24,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2020-03-25,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
2020-03-26,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
2020-03-27,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0
2020-03-28,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,6.0
2020-03-29,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,7.0
2020-03-30,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,8.0
2020-03-31,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,12.0
2020-04-01,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,0.0,2.0,6.0,1.0,0.0,0.0,0.0,16.0
2020-04-02,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,1.0,0.0,2.0,7.0,1.0,0.0,0.0,0.0,18.0
2020-04-03,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,1.0,1.0,2.0,7.0,1.0,0.0,0.0,1.0,22.0
2020-04-04,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,1.0,2.0,2.0,9.0,1.0,0.0,0.0,2.0,27.0
2020-04-05,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,1.0,3.0,2.0,13.0,1.0,1.0,0.0,2.0,34.0
2020-04-06,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,1.0,4.0,2.0,14.0,1.0,2.0,0.0,2.0,37.0
2020-04-07,0.0,0.0,1.0,0.0,0.0,1.0,12.0,0.0,2.0,5.0,2.0,14.0,2.0,2.0,0.0,2.0,43.0
2020-04-08,0.0,0.0,1.0,0.0,0.0,2.0,14.0,0.0,2.0,5.0,2.0,15.0,2.0,2.0,0.0,3.0,48.0
2020-04-09,0.0,0.0,1.0,0.0,0.0,2.0,21.0,0.0,2.0,6.0,2.0,16.0,2.0,2.0,0.0,3.0,57.0
2020-04-10,0.0,0.0,1.0,0.0,0.0,2.0,29.0,0.0,2.0,6.0,2.0,16.0,2.0,2.0,0.0,3.0,65.0
2020-04-11,0.0,0.0,1.0,0.0,0.0,2.0,32.0,0.0,3.0,6.0,2.0,17.0,2.0,5.0,0.0,3.0,73.0
2020-04-12,1.0,0.0,1.0,0.0,0.0,2.0,35.0,0.0,3.0,7.0,2.0,17.0,3.0,5.0,0.0,4.0,80.0
2020-04-13,1.0,0.0,1.0,0.0,0.0,2.0,36.0,0.0,3.0,7.0,2.0,17.0,3.0,5.0,0.0,5.0,82.0
2020-04-14,1.0,0.0,1.0,0.0,0.0,2.0,40.0,0.0,4.0,8.0,2.0,20.0,3.0,5.0,0.0,6.0,92.0
2020-04-15,1.0,0.0,1.0,0.0,0.0,2.0,41.0,0.0,4.0,8.0,2.0,21.0,3.0,5.0,0.0,6.0,94.0
2020-04-16,1.0,0.0,1.0,0.0,0.0,4.0,48.0,0.0,4.0,10.0,2.0,21.0,3.0,5.0,0.0,6.0,105.0
2020-04-17,2.0,0.0,1.0,0.0,0.0,4.0,51.0,0.0,7.0,11.0,3.0,22.0,3.0,6.0,0.0,6.0,116.0
2020-04-18,2.0,0.0,1.0,0.0,0.0,4.0,58.0,0.0,8.0,12.0,3.0,23.0,3.0,6.0,0.0,6.0,126.0
2020-04-19,2.0,0.0,1.0,0.0,0.0,5.0,63.0,0.0,8.0,13.0,3.0,23.0,3.0,6.0,0.0,6.0,133.0
2020-04-20,2.0,0.0,1.0,0.0,0.0,5.0,67.0,0.0,10.0,13.0,3.0,23.0,3.0,6.0,0.0,6.0,139.0
2020-04-21,2.0,0.0,1.0,0.0,0.0,6.0,69.0,1.0,10.0,13.0,4.0,25.0,3.0,6.0,0.0,7.0,147.0
2020-04-22,2.0,0.0,2.0,0.0,0.0,7.0,78.0,1.0,10.0,13.0,5.0,26.0,3.0,6.0,0.0,7.0,160.0
2020-04-23,2.0,0.0,2.0,0.0,0.0,7.0,85.0,1.0,10.0,13.0,5.0,26.0,3.0,7.0,0.0,7.0,168.0
2020-04-24,3.0,0.0,2.0,0.0,0.0,8.0,86.0,1.0,10.0,14.0,5.0,26.0,3.0,8.0,0.0,8.0,174.0
2020-04-25,3.0,1.0,3.0,0.0,0.0,9.0,89.0,1.0,10.0,14.0,5.0,27.0,3.0,8.0,0.0,8.0,181.0
2020-04-26,3.0,1.0,4.0,0.0,0.0,9.0,91.0,1.0,11.0,14.0,6.0,29.0,3.0,8.0,0.0,9.0,189.0
2020-04-27,3.0,1.0,4.0,0.0,0.0,9.0,95.0,1.0,12.0,14.0,6.0,32.0,3.0,8.0,0.0,10.0,198.0
2020-04-28,3.0,1.0,4.0,0.0,0.0,10.0,100.0,1.0,12.0,14.0,7.0,32.0,4.0,9.0,0.0,10.0,207.0
2020-04-29,4.0,1.0,4.0,0.0,0.0,12.0,104.0,1.0,13.0,14.0,7.0,32.0,4.0,9.0,0.0,11.0,216.0
2020-04-30,4.0,1.0,5.0,0.0,0.0,12.0,110.0,1.0,13.0,14.0,7.0,35.0,4.0,10.0,0.0,11.0,227.0
2020-05-01,4.0,1.0,7.0,0.0,0.0,12.0,114.0,1.0,13.0,14.0,7.0,36.0,4.0,10.0,0.0,11.0,234.0
2020-05-02,4.0,1.0,7.0,0.0,0.0,13.0,122.0,3.0,13.0,16.0,7.0,36.0,4.0,10.0,0.0,11.0,247.0
2020-05-03,4.0,1.0,7.0,0.0,0.0,13.0,135.0,3.0,13.0,16.0,7.0,36.0,4.0,10.0,0.0,11.0,260.0
2020-05-04,4.0,1.0,7.0,0.0,0.0,13.0,143.0,3.0,13.0,17.0,8.0,36.0,4.0,10.0,0.0,11.0,270.0
2020-05-05,4.0,1.0,7.0,0.0,0.0,15.0,146.0,3.0,13.0,17.0,8.0,36.0,4.0,10.0,0.0,11.0,275.0
2020-05-06,5.0,1.0,7.0,0.0,0.0,16.0,150.0,3.0,13.0,17.0,8.0,36.0,4.0,10.0,0.0,11.0,281.0
2020-05-07,6.0,1.0,7.0,0.0,0.0,17.0,152.0,3.0,13.0,17.0,8.0,36.0,4.0,10.0,0.0,11.0,285.0
2020-05-08,6.0,1.0,9.0,0.0,0.0,18.0,157.0,3.0,13.0,18.0,8.0,36.0,4.0,10.0,0.0,11.0,294.0
2020-05-09,6.0,1.0,10.0,0.0,0.0,19.0,163.0,3.0,14.0,18.0,8.0,36.0,5.0,10.0,0.0,11.0,304.0
2020-05-10,6.0,1.0,10.0,0.0,1.0,20.0,166.0,3.0,14.0,18.0,8.0,37.0,5.0,10.0,0.0,13.0,312.0
2020-05-11,7.0,1.0,10.0,0.0,1.0,21.0,172.0,4.0,14.0,18.0,8.0,38.0,5.0,10.0,0.0,14.0,323.0
2020-05-12,7.0,1.0,10.0,0.0,1.0,23.0,178.0,4.0,14.0,19.0,9.0,39.0,5.0,11.0,0.0,14.0,335.0
2020-05-13,7.0,1.0,11.0,0.0,1.0,24.0,184.0,4.0,14.0,19.0,9.0,39.0,6.0,11.0,0.0,16.0,346.0
2020-05-14,7.0,1.0,11.0,0.0,1.0,25.0,202.0,4.0,14.0,20.0,9.0,41.0,6.0,11.0,0.0,16.0,368.0
2020-05-15,7.0,2.0,12.0,0.0,1.0,27.0,221.0,5.0,14.0,20.0,9.0,43.0,6.0,11.0,0.0,16.0,394.0
2020-05-16,7.0,2.0,12.0,0.0,2.0,28.0,246.0,5.0,14.0,20.0,9.0,43.0,6.0,11.0,0.0,16.0,421.0
2020-05-17,7.0,4.0,13.0,0.0,2.0,29.0,270.0,5.0,14.0,20.0,9.0,44.0,6.0,11.0,0.0,16.0,450.0
2020-05-18,7.0,4.0,14.0,0.0,2.0,30.0,294.0,6.0,14.0,21.0,9.0,44.0,6.0,11.0,0.0,16.0,478.0
2020-05-19,7.0,4.0,16.0,0.0,2.0,32.0,318.0,7.0,14.0,21.0,9.0,44.0,6.0,12.0,0.0,17.0,509.0
2020-05-20,7.0,4.0,17.0,0.0,2.0,35.0,348.0,7.0,14.0,21.0,9.0,44.0,6.0,12.0,0.0,18.0,544.0
2020-05-21,7.0,4.0,17.0,0.0,2.0,38.0,388.0,7.0,15.0,21.0,9.0,44.0,6.0,13.0,0.0,18.0,589.0
2020-05-22,7.0,5.0,17.0,0.0,2.0,40.0,423.0,8.0,15.0,21.0,10.0,45.0,6.0,13.0,0.0,18.0,630.0
2020-05-23,7.0,5.0,21.0,0.0,2.0,44.0,455.0,11.0,15.0,21.0,10.0,45.0,6.0,13.0,0.0,18.0,673.0
2020-05-24,7.0,7.0,21.0,0.0,2.0,48.0,494.0,11.0,15.0,21.0,10.0,45.0,6.0,13.0,0.0,18.0,718.0
2020-05-25,7.0,7.0,21.0,0.0,2.0,53.0,529.0,13.0,15.0,22.0,10.0,45.0,6.0,13.0,0.0,18.0,761.0
2020-05-26,7.0,8.0,23.0,0.0,2.0,57.0,567.0,13.0,15.0,22.0,10.0,45.0,6.0,13.0,0.0,18.0,806.0
2020-05-27,7.0,11.0,25.0,0.0,2.0,58.0,595.0,14.0,15.0,22.0,10.0,45.0,6.0,13.0,0.0,18.0,841.0
2020-05-28,7.0,12.0,28.0,0.0,2.0,60.0,638.0,14.0,15.0,22.0,10.0,45.0,6.0,13.0,0.0,18.0,890.0
2020-05-29,7.0,14.0,28.0,0.0,2.0,61.0,685.0,14.0,15.0,22.0,11.0,47.0,6.0,13.0,0.0,19.0,944.0
2020-05-30,7.0,18.0,29.0,0.0,2.0,63.0,728.0,16.0,15.0,23.0,11.0,47.0,6.0,13.0,0.0,19.0,997.0
2020-05-31,7.0,21.0,31.0,0.0,2.0,66.0,775.0,18.0,15.0,23.0,11.0,47.0,6.0,13.0,0.0,19.0,1054.0
2020-06-01,8.0,22.0,32.0,0.0,2.0,70.0,824.0,18.0,17.0,23.0,11.0,47.0,7.0,13.0,0.0,19.0,1113.0
2020-06-02,8.0,23.0,34.0,0.0,2.0,72.0,894.0,18.0,17.0,23.0,11.0,47.0,7.0,13.0,0.0,19.0,1188.0
2020-06-03,8.0,28.0,36.0,0.0,4.0,77.0,961.0,20.0,19.0,24.0,11.0,47.0,8.0,13.0,0.0,19.0,1275.0
2020-06-04,8.0,28.0,38.0,0.0,4.0,78.0,1034.0,21.0,21.0,24.0,13.0,47.0,8.0,13.0,0.0,19.0,1356.0
2020-06-05,9.0,28.0,42.0,0.0,5.0,88.0,1105.0,22.0,24.0,24.0,13.0,48.0,8.0,13.0,0.0,19.0,1448.0
2020-06-06,9.0,30.0,47.0,0.0,5.0,91.0,1184.0,25.0,24.0,24.0,13.0,49.0,8.0,13.0,0.0,19.0,1541.0
2020-06-07,8.0,35.0,44.0,0.0,4.0,83.0,1884.0,20.0,18.0,18.0,11.0,31.0,8.0,12.0,0.0,14.0,2190.0
2020-06-08,8.0,35.0,45.0,0.0,5.0,85.0,1950.0,22.0,18.0,18.0,11.0,32.0,8.0,12.0,0.0,15.0,2264.0
2020-06-09,8.0,35.0,45.0,0.0,5.0,85.0,1968.0,23.0,18.0,18.0,11.0,32.0,8.0,12.0,0.0,15.0,2283.0
2020-06-10,10.0,46.0,56.0,0.0,6.0,99.0,2115.0,26.0,18.0,20.0,11.0,33.0,8.0,12.0,0.0,15.0,2475.0
2020-06-11,10.0,46.0,57.0,0.0,7.0,107.0,2273.0,28.0,19.0,20.0,12.0,34.0,8.0,12.0,0.0,15.0,2648.0
2020-06-12,10.0,48.0,65.0,0.0,7.0,118.0,2468.0,30.0,19.0,20.0,14.0,35.0,9.0,12.0,0.0,15.0,2870.0
2020-06-13,10.0,52.0,67.0,0.0,8.0,120.0,2681.0,32.0,20.0,22.0,16.0,36.0,9.0,13.0,0.0,15.0,3101.0
2020-06-14,11.0,58.0,72.0,0.0,10.0,125.0,2878.0,33.0,23.0,22.0,18.0,36.0,9.0,13.0,0.0,15.0,3323.0
2020-06-15,11.0,58.0,72.0,0.0,10.0,126.0,2913.0,35.0,23.0,22.0,19.0,36.0,9.0,13.0,0.0,15.0,3362.0
2020-06-16,11.0,58.0,72.0,0.0,10.0,126.0,2934.0,35.0,23.0,22.0,19.0,36.0,9.0,13.0,0.0,15.0,3383.0
2020-06-17,11.0,67.0,81.0,0.0,12.0,141.0,3114.0,41.0,24.0,24.0,25.0,36.0,10.0,14.0,0.0,15.0,3615.0
2020-06-18,12.0,68.0,87.0,0.0,15.0,143.0,3319.0,44.0,25.0,24.0,28.0,37.0,10.0,14.0,0.0,15.0,3841.0
2020-06-19,12.0,71.0,93.0,0.0,16.0,150.0,3545.0,46.0,27.0,25.0,31.0,38.0,10.0,14.0,0.0,15.0,4093.0
2020-06-20,12.0,79.0,94.0,1.0,16.0,158.0,3715.0,50.0,32.0,27.0,32.0,39.0,10.0,15.0,0.0,15.0,4295.0
2020-06-21,12.0,80.0,100.0,2.0,17.0,170.0,3870.0,52.0,33.0,28.0,34.0,39.0,10.0,17.0,0.0,15.0,4479.0
2020-06-22,12.0,80.0,100.0,2.0,17.0,170.0,3892.0,52.0,33.0,28.0,35.0,39.0,10.0,17.0,0.0,15.0,4502.0
2020-06-23,12.0,80.0,100.0,2.0,17.0,170.0,3895.0,52.0,33.0,28.0,35.0,39.0,10.0,17.0,0.0,15.0,4505.0
2020-06-24,15.0,84.0,113.0,2.0,18.0,187.0,4065.0,59.0,36.0,29.0,40.0,40.0,10.0,18.0,0.0,15.0,4731.0
2020-06-25,16.0,85.0,122.0,2.0,22.0,195.0,4206.0,63.0,36.0,30.0,42.0,40.0,10.0,19.0,0.0,15.0,4903.0
2020-06-26,19.0,85.0,128.0,2.0,23.0,204.0,4342.0,65.0,39.0,31.0,45.0,40.0,10.0,20.0,0.0,15.0,5068.0
2020-06-27,20.0,88.0,142.0,2.0,23.0,217.0,4584.0,68.0,41.0,31.0,46.0,40.0,10.0,20.0,0.0,15.0,5347.0
2020-06-28,20.0,91.0,147.0,2.0,23.0,229.0,4711.0,69.0,48.0,32.0,50.0,41.0,10.0,21.0,0.0,15.0,5509.0
2020-06-29,20.0,91.0,147.0,2.0,23.0,229.0,4777.0,69.0,48.0,32.0,50.0,41.0,10.0,21.0,0.0,15.0,5575.0
2020-06-30,20.0,91.0,147.0,2.0,23.0,230.0,4889.0,69.0,48.0,32.0,50.0,41.0,10.0,21.0,0.0,15.0,5688.0
2020-07-01,20.0,91.0,147.0,2.0,23.0,230.0,4954.0,69.0,48.0,32.0,50.0,41.0,10.0,21.0,0.0,15.0,5753.0
2020-07-02,21.0,95.0,163.0,2.0,24.0,252.0,5055.0,77.0,53.0,33.0,58.0,41.0,10.0,21.0,0.0,15.0,5920.0
2020-07-03,22.0,96.0,171.0,3.0,24.0,266.0,5145.0,83.0,59.0,33.0,59.0,44.0,10.0,21.0,0.0,15.0,6051.0
2020-07-04,22.0,98.0,174.0,5.0,26.0,278.0,5251.0,89.0,65.0,33.0,61.0,44.0,10.0,21.0,0.0,15.0,6192.0
2020-07-05,22.0,102.0,183.0,5.0,26.0,292.0,5328.0,92.0,70.0,33.0,64.0,45.0,10.0,21.0,0.0,15.0,6308.0
2020-07-06,22.0,102.0,183.0,5.0,26.0,292.0,5401.0,92.0,73.0,33.0,64.0,45.0,10.0,21.0,0.0,15.0,6384.0
2020-07-07,22.0,102.0,183.0,5.0,26.0,292.0,5451.0,92.0,73.0,33.0,64.0,45.0,10.0,21.0,0.0,15.0,6434.0
2020-07-08,24.0,105.0,197.0,7.0,27.0,303.0,5533.0,104.0,78.0,35.0,65.0,46.0,11.0,21.0,0.0,17.0,6573.0
2020-07-09,24.0,107.0,203.0,7.0,29.0,312.0,5610.0,109.0,81.0,36.0,67.0,47.0,11.0,22.0,0.0,17.0,6682.0
2020-07-10,26.0,107.0,216.0,9.0,29.0,320.0,5673.0,113.0,86.0,37.0,68.0,47.0,11.0,22.0,0.0,17.0,6781.0
2020-07-11,26.0,108.0,218.0,9.0,31.0,326.0,5746.0,119.0,91.0,38.0,72.0,47.0,11.0,22.0,0.0,17.0,6881.0
2020-07-12,28.0,111.0,224.0,9.0,33.0,331.0,5814.0,123.0,94.0,40.0,73.0,48.0,11.0,23.0,0.0,17.0,6979.0
2020-07-13,28.0,111.0,225.0,9.0,33.0,331.0,5858.0,123.0,94.0,40.0,73.0,48.0,11.0,23.0,0.0,17.0,7024.0
2020-07-14,28.0,111.0,228.0,9.0,33.0,331.0,5898.0,123.0,94.0,40.0,75.0,48.0,11.0,23.0,0.0,17.0,7069.0
2020-07-15,31.0,115.0,232.0,10.0,42.0,347.0,5957.0,134.0,96.0,40.0,80.0,49.0,11.0,24.0,0.0,18.0,7186.0
2020-07-16,32.0,117.0,236.0,10.0,42.0,363.0,6027.0,139.0,99.0,40.0,82.0,49.0,11.0,25.0,0.0,18.0,7290.0
2020-07-17,34.0,139.0,271.0,9.0,49.0,407.0,6858.0,164.0,125.0,52.0,95.0,71.0,13.0,30.0,1.0,28.0,8347.0
2020-07-18,35.0,140.0,279.0,9.0,52.0,413.0,6924.0,172.0,127.0,53.0,95.0,71.0,13.0,32.0,1.0,28.0,8445.0
2020-07-19,36.0,141.0,280.0,9.0,53.0,414.0,6975.0,173.0,127.0,53.0,96.0,71.0,13.0,32.0,1.0,28.0,8503.0
2020-07-20,40.0,144.0,293.0,9.0,54.0,427.0,7053.0,183.0,131.0,54.0,99.0,71.0,13.0,32.0,1.0,28.0,8633.0
2020-07-21,40.0,144.0,293.0,9.0,54.0,427.0,7096.0,183.0,131.0,54.0,100.0,71.0,13.0,32.0,1.0,28.0,8677.0
2020-07-22,40.0,144.0,298.0,9.0,54.0,428.0,7133.0,183.0,131.0,54.0,102.0,71.0,13.0,32.0,1.0,28.0,8722.0
2020-07-23,41.0,150.0,305.0,9.0,59.0,441.0,7192.0,197.0,135.0,56.0,103.0,74.0,13.0,33.0,1.0,28.0,8838.0
2020-07-24,43.0,150.0,310.0,10.0,60.0,451.0,7241.0,201.0,136.0,59.0,103.0,74.0,13.0,33.0,1.0,28.0,8914.0
2020-07-25,46.0,153.0,316.0,10.0,62.0,460.0,7303.0,209.0,145.0,60.0,104.0,76.0,13.0,33.0,1.0,28.0,9020.0
2020-07-26,47.0,155.0,328.0,12.0,62.0,464.0,7353.0,218.0,154.0,60.0,105.0,77.0,13.0,34.0,1.0,28.0,9112.0
2020-07-27,51.0,159.0,332.0,12.0,63.0,470.0,7400.0,220.0,160.0,60.0,106.0,77.0,13.0,34.0,1.0,28.0,9187.0
2020-07-28,51.0,160.0,334.0,12.0,63.0,471.0,7444.0,220.0,164.0,60.0,107.0,77.0,13.0,34.0,1.0,28.0,9240.0
2020-07-29,51.0,160.0,335.0,12.0,63.0,471.0,7477.0,220.0,164.0,60.0,111.0,77.0,13.0,34.0,1.0,28.0,9278.0
2020-07-30,56.0,162.0,341.0,12.0,66.0,492.0,7515.0,228.0,174.0,61.0,114.0,77.0,13.0,36.0,1.0,28.0,9377.0
2020-07-31,58.0,166.0,347.0,12.0,69.0,497.0,7554.0,236.0,176.0,62.0,119.0,78.0,14.0,39.0,1.0,28.0,9457.0
2020-08-01,60.0,168.0,352.0,12.0,74.0,507.0,7599.0,238.0,178.0,62.0,120.0,78.0,14.0,41.0,1.0,28.0,9533.0
2020-08-02,63.0,170.0,353.0,13.0,74.0,513.0,7649.0,244.0,182.0,62.0,120.0,79.0,14.0,42.0,1.0,28.0,9608.0
2020-08-03,68.0,173.0,358.0,13.0,75.0,522.0,7700.0,252.0,193.0,63.0,124.0,79.0,14.0,42.0,1.0,29.0,9707.0
2020-08-04,68.0,173.0,358.0,14.0,75.0,522.0,7735.0,252.0,193.0,63.0,125.0,79.0,14.0,43.0,1.0,29.0,9745.0
2020-08-05,68.0,173.0,361.0,14.0,76.0,524.0,7774.0,252.0,193.0,63.0,127.0,79.0,14.0,43.0,1.0,29.0,9792.0
2020-08-06,73.0,177.0,367.0,16.0,80.0,542.0,7808.0,260.0,195.0,65.0,131.0,81.0,14.0,49.0,1.0,29.0,9889.0
2020-08-07,74.0,178.0,372.0,19.0,81.0,547.0,7847.0,263.0,197.0,68.0,132.0,82.0,15.0,51.0,1.0,30.0,9958.0
2020-08-08,76.0,180.0,376.0,19.0,83.0,551.0,7871.0,265.0,204.0,69.0,135.0,83.0,15.0,52.0,1.0,30.0,10011.0
2020-08-09,77.0,181.0,378.0,19.0,84.0,564.0,7909.0,270.0,203.0,69.0,139.0,83.0,15.0,54.0,1.0,30.0,10077.0
2020-08-10,78.0,182.0,381.0,21.0,86.0,569.0,7946.0,280.0,203.0,69.0,140.0,83.0,15.0,54.0,1.0,30.0,10139.0
2020-08-11,78.0,182.0,387.0,21.0,89.0,569.0,7972.0,281.0,203.0,69.0,143.0,83.0,15.0,54.0,1.0,30.0,10178.0
2020-08-12,78.0,182.0,388.0,21.0,89.0,573.0,7992.0,281.0,203.0,69.0,145.0,83.0,15.0,54.0,1.0,30.0,10205.0
2020-08-13,80.0,185.0,392.0,23.0,93.0,592.0,8023.0,290.0,215.0,70.0,152.0,83.0,15.0,54.0,1.0,30.0,10299.0
2020-08-14,81.0,185.0,394.0,24.0,94.0,595.0,8044.0,295.0,216.0,71.0,154.0,84.0,15.0,56.0,1.0,30.0,10340.0
2020-08-15,82.0,185.0,399.0,26.0,95.0,600.0,8074.0,299.0,218.0,73.0,156.0,85.0,15.0,56.0,1.0,30.0,10395.0
2020-08-16,85.0,186.0,403.0,29.0,98.0,607.0,8105.0,301.0,219.0,73.0,157.0,86.0,15.0,56.0,1.0,30.0,10452.0
